B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11
1369.8667,1563.2762,1721.9048,1630.8096,1958.0,3089.257,3493.7524,3615.6763,3670.505,2664.1714,2026.1904
1373.8208,1557.4811,1717.934,1624.8585,1954.066,3094.1133,3498.453,3640.3396,3677.2925,2667.3584,2026.2075
1365.6476,1564.1809,1729.8381,1629.8,1965.762,3145.4475,3571.819,3720.9714,3750.543,2675.7524,2025.6476
1378.2476,1554.7524,1713.5905,1623.1714,1945.7428,3069.0667,3462.4856,3613.181,3642.0571,2655.3237,2021.8572
1360.0447,1551.0625,1727.4464,1612.2142,1963.1161,3231.1875,3694.1428,3876.5,3880.9731,2692.9106,2015.7411
1383.0468,1550.9346,1711.9719,1620.8224,1948.1495,3063.757,3459.9253,3624.4111,3637.271,2663.243,2026.785
1354.8785,1549.0841,1732.5327,1609.8131,1974.4019,3290.5046,3781.4207,3986.9534,3975.5515,2712.8972,2019.1215
1381.6517,1545.2858,1707.8928,1609.3928,1942.7947,3087.3394,3495.7144,3679.7144,3673.616,2665.8035,2017.0892
1342.1852,1539.4537,1730.3241,1592.25,1971.0927,3403.9353,3940.6296,4144.093,4152.528,2744.463,2007.787
1330.9166,1491.8704,1694.4907,1529.287,1964.7593,3556.3425,4139.2593,4358.648,4377.657,2786.1853,1997.0278
1377.762,1525.1238,1687.1714,1583.8477,1928.1333,3104.457,3525.4666,3707.1428,3700.495,2650.3142,1994.7333
1315.156,1431.3945,1657.9175,1456.2568,1961.4128,3697.321,4327.431,4609.211,4578.945,2829.8716,1987.321
1301.3578,1389.5046,1642.2568,1398.1193,1973.7615,3865.4404,4553.899,4851.8164,4819.6787,2886.9634,1986.9908
1359.066,1463.6321,1656.1792,1536.9434,1951.0566,3315.0188,3823.5095,4046.9434,4032.0,2748.047,1975.0944
1289.0762,1370.5619,1651.4,1370.5809,1992.0952,4003.581,4738.1143,5045.619,5007.943,2937.495,1994.2667
1282.8396,1365.1792,1669.0283,1361.717,2007.585,4069.4058,4822.604,5166.0376,5084.0757,2958.5,1999.7452
1350.0275,1443.0275,1646.3395,1528.321,1966.578,3412.1926,3956.6238,4189.78,4179.9634,2795.1008,1967.055
1285.2,1376.4667,1687.9524,1376.3048,2027.381,4075.3047,4810.476,5157.2383,5068.8096,2974.457,2017.619
1291.0471,1408.8585,1711.2925,1417.1887,2037.3302,4009.849,4714.9526,4999.396,4971.783,2976.5378,2039.0754
1328.4537,1459.1111,1673.8611,1595.1945,2034.8704,3452.3057,4008.2407,4210.926,4242.1943,2895.0464,2013.0555
1302.6542,1424.9532,1716.8505,1442.4299,2034.8224,3894.3457,4576.028,4853.1587,4827.2803,2972.9626,2059.8972
1316.3524,1436.0286,1716.2572,1459.6381,2030.9524,3808.7048,4442.2666,4704.952,4696.086,2978.6382,2081.1143
1329.4587,1436.9725,1706.0275,1461.6055,2019.3303,3748.5872,4352.716,4635.6147,4601.33,2992.3027,2092.6973
